business_name,address,phone,email,website,total_reviews,replied_count,reply_rate,star_rating
Five Points Café.,"1/540 Little Collins St, Melbourne VIC 3000",0481 133 682,,https://www.facebook.com/fivepoints540/,144,0,0%,4.5
Ten Square Cafe,"120 Hardware St, Melbourne VIC 3000",(03) 9670 6522,,http://www.tensquarecafe.com.au/,815,0,0%,4.3
Barbarella,"Block Arcade, 282 Collins St, Melbourne VIC 3000",(03) 9663 2214,info@barbarella.melbourne,https://www.barbarella.melbourne/,200,0,0%,4.5
Postal Hall,"116 Russell St, Melbourne VIC 3000",(03) 9663 0998,,http://postalhall.cafeleader.com/,152,0,0%,4.4
Operator Diner,"Shop 2/130 Lonsdale St, Melbourne VIC 3000",(03) 8395 6341,eat@operatordiner.com.au,https://operatordiner.com.au/,946,0,0%,4.4
Marche Board Game Cafe,"63 A'Beckett St, Melbourne VIC 3000",(03) 9663 8898,info@mbgcafe.com.au,http://mbgcafe.com.au/,1064,4,20%,4.5
Intimo Cafe,"439 Little Collins St, Melbourne VIC 3000",,,,174,0,0%,4.5
@ cafe 45,"45 William St, Melbourne VIC 3000",0401 185 881,,,134,12,60%,4.1
Little Collins Melbourne,"319 Little Collins St, Melbourne VIC 3000",0421 658 369,anapbm@gmail.com,https://littlecollinsmelbourne.godaddysites.com/,379,0,0%,4.2
Puzzle Coffee Swanston,"133 Swanston St, Melbourne VIC 3000",,,https://puzzle.coffee/,603,0,0%,4.1
Federal Coffee,"Shop 23/350 Bourke St, Melbourne VIC 3000",(03) 9041 5269,,https://www.federalcoffee.com.au/,566,20,100%,4.1
Fabian,"262 Lonsdale St, Melbourne VIC 3000",,,,420,0,0%,4.6
Roule Galette,"Shop 1/241 Flinders Ln, Melbourne VIC 3000",(03) 9639 0307,,http://www.roulegalette.com.au/,2182,4,20%,4.7
Cafe Kinetic,"103 Flinders Ln, Melbourne VIC 3000",(03) 9662 4533,,,207,20,100%,4.5
Dame,"Atrium entry, 35 Collins St, Melbourne VIC 3000",,dine@dame.melbourne,http://www.dame.melbourne/,231,12,60%,4.2
Axil Coffee Roasters Melbourne Central,"GD089/360 Elizabeth St, Melbourne VIC 3000",,info@stagheaddesigns.com,https://axilcoffee.com.au/,654,0,0%,4.0
Roslyn Thai Cafe,"477 King St, West Melbourne VIC 3003",0451 348 039,nroslynthaicafe@gmail.com,http://www.roslynthaicafe.com.au/,521,0,0%,4.7
Seven Seeds Coffee Roasters,"114 Berkeley St, Carlton VIC 3053",,,http://sevenseeds.com.au/,3682,0,0%,4.4
Art Masterclass Melbourne,"555 Flinders Ln, Melbourne VIC 3000",0455 460 541,,,633,0,0%,4.8
Cat Cafe Melbourne,"512 Swanston St, Carlton VIC 3053",,info@catcafemelbourne.com,http://www.catcafemelbourne.com/,1463,0,0%,4.4
Code Black Coffee Spencer Street,"630 Little Collins St, Melbourne VIC 3000",,119howardst@codeblackcoffee.com.au,https://codeblackcoffee.com.au/pages/spencer-street,304,0,0%,4.0
Cafe Andiamo,"36-38 Degraves St, Melbourne VIC 3000",(03) 9650 8060,,https://www.instagram.com/cafe_andiamo/,1063,0,0%,3.7
Speck,"2/221 Queen St, Melbourne VIC 3000",(03) 9642 5256,,,100,0,0%,4.5
Heyday Hong Kong Cafe,"16 Celestial Ave, Melbourne VIC 3000",(03) 9662 1668,,,241,0,0%,4.4
Eliana Lulu,"7/9 Centre Pl, Melbourne VIC 3000",,,,772,16,80%,4.5
Code Black Coffee Flinders Lane,"189 Flinders Ln, Melbourne VIC 3000",(03) 9959 8860,119howardst@codeblackcoffee.com.au,https://codeblackcoffee.com.au/,353,0,0%,4.5
Shortstop Coffee & Donuts,"12 Sutherland St, Melbourne VIC 3000",0499 366 883,hello@short-stop.com.au,http://www.short-stop.com.au/,1711,0,0%,4.6
Tomo’s Little Collins,"382 Little Collins St, Melbourne VIC 3000",0432 056 780,info@tomoslittlecollins.com,http://www.tomoslittlecollins.com/,536,6,30%,4.5
Traveller Coffee,"2/14 Crossley St, Melbourne VIC 3000",,,http://www.sevenseeds.com.au/pages/traveller,355,2,10%,4.7
Plus Coffee & Co,"Shop 1D/289 Flinders Ln, Melbourne VIC 3000",,,https://www.pluscoffeeco.com.au/,351,0,0%,4.6
Corner & Bench,"408 Bourke St, Melbourne VIC 3000",(03) 9602 4777,team@cornerandbench.com,http://www.cornerandbench.com/,544,2,10%,4.5
Supersede Coffee,"519-521 Elizabeth St, Melbourne VIC 3000",(03) 9191 6687,ihouli@gmail.com,https://sitelift.site/supersedecoffee/,266,0,0%,4.6
The Quarter,"27-31 Degraves St, Melbourne VIC 3000",(03) 9650 6156,quartercafe@gmail.com,http://thequarter.com.au/,2091,20,100%,4.4
People's Coffee 80 Collins,"7 Benson Wk, Melbourne VIC 3000",(03) 9989 3716,,https://peoplescoffee.com.au/,131,20,100%,4.4
Bearded Brothers Espresso - Coffee,"Bearded Brothers Espresso - Coffee, 342 Little Collins St, Melbourne VIC 3000",,mllegeorgesand@gmail.com,https://beardedbrothersespresso.com/,205,4,20%,4.8
@ The George,"470 Collins St, Melbourne VIC 3000",0478 755 400,,,137,2,10%,4.4
Black Velvet Coffee,"136 Exhibition St, Melbourne VIC 3000",(03) 9639 5454,contact@blackvelvetcoffee.com.au,http://blackvelvetcoffee.com.au/,126,14,70%,4.8
House Blend (By Zelos),"3/280 King St, Melbourne VIC 3000",,,http://houseblend.whoods.com.au/,264,0,0%,4.9
Little Bang Espresso,"Level 2, 394/412 Swanston St, Melbourne VIC 3000",0412 825 589,,http://www.littlebangespresso.com.au/,146,20,100%,4.6
Little Bean Bambini,"LG, 357 Collins St, Melbourne VIC 3000",,,http://www.lbbam.com/,115,10,50%,4.7
"Market Lane Coffee - Victoria St, Queen Victoria Market","83-85 Victoria St, Melbourne VIC 3000",(03) 9804 7434,team@marketlane.com.au,https://www.marketlane.com.au/,1323,0,0%,4.3
Square One Rialto,"Ground Floor/525 Collins St, Melbourne VIC 3000",,events@squareonecoffee.com.au,https://squareonecoffee.com.au/pages/visit,105,8,40%,4.1
SAINT DREUX,"Emporium Melbourne, shop LG-30/287 Lonsdale St, Melbourne VIC 3000",,,http://saintdreux.co/,526,0,0%,4.3
Pellegrini's Espresso Bar,"66 Bourke St, Melbourne VIC 3000",(03) 9662 1885,,https://www.facebook.com/pages/Pellegrinis-Espresso-Bar/146032138772817,2882,0,0%,4.4
Axil Coffee Roasters SXL,"Shop E6/121 Exhibition St, Melbourne VIC 3004",,info@stagheaddesigns.com,https://axilcoffee.com.au/our-locations/southern-cross-lane/,134,6,30%,4.3
Maverick,"95 Little Collins St, Melbourne VIC 3000",(03) 9020 3934,eatdrinkmaverick@gmail.com,https://www.eatdrinkmaverick.com.au/,289,10,50%,4.2
Doughboys Melbourne,"535 Bourke St, Melbourne VIC 3000",,,https://doughboysdoughnuts.bitebusiness.com/,492,4,20%,4.2
Kit Espresso,"Royal Arcade, Shop 48/148 Elizabeth St, Melbourne VIC 3000",,,https://instagram.com/kitespresso,318,0,0%,4.4
Soul Soul Cafe,"shop 1/158 Victoria St, Carlton VIC 3053",(03) 7038 0068,micky@soulsoul.com.au,http://www.soulsoul.com.au/,550,14,70%,4.4
Code Black Coffee 360,"Foyer/360 Collins St, Melbourne VIC 3000",(03) 9388 0005,119howardst@codeblackcoffee.com.au,http://www.codeblackcoffee.com.au/,175,0,0%,4.3
Rustica,"104 Queen St, Melbourne VIC 3000",(03) 9121 0500,info@rusticasourdough.com.au,http://www.rusticasourdough.com.au/,107,2,10%,4.2
Liminal,"Ground Level, 161 Collins St, Melbourne VIC 3000",,info@liminalmelbourne.com,http://www.liminalmelbourne.com/,224,6,30%,4.2
Rustica Rialto Towers,"525 Collins St, Melbourne VIC 3000",(03) 9614 2789,info@rusticasourdough.com.au,http://rusticasourdough.com.au/,249,0,0%,4.3
SIMPSONS BURGERS (MELBOURNE),"143 Russell St, Melbourne VIC 3000",(03) 9041 6602,info@simpsonsburgers.com.au,https://www.simpsonsburgers.com.au/,1257,8,40%,4.6
Royal Stacks Collins St.,"470 Collins St, Melbourne VIC 3000",(03) 7067 5933,,http://www.royalstacks.com.au/,3784,0,0%,4.4
The Yankee's Restaurant & Bar - Melbourne CBD,"187 King St, Melbourne VIC 3000",(03) 7023 9333,,https://theyankees.com.au/melbourne-cbd/,1492,16,80%,4.6
My Goodness,"401T/637 Lonsdale St, Melbourne VIC 3000",(03) 8372 3070,,https://mygoodness.com.au/,1090,0,0%,4.6
Metro Burgers,"12 Degraves St, Melbourne VIC 3000",(03) 9119 0660,burgers.degraves@gmail.com,https://www.facebook.com/Metro-Burgers-1704408553115581/,1072,0,0%,4.7
Royal Stacks Bourke St,"670 Bourke St, Melbourne VIC 3000",(03) 9967 8894,,https://www.royalstacks.com.au/,526,0,0%,4.5
FooDao Melbourne Central,"Shop LG02/211 La Trobe St, Melbourne VIC 3000",(03) 9899 8222,,http://www.foodao.com.au/,471,2,10%,4.3
CBD Kebabs,"Meeting room/546 Flinders St, Melbourne VIC 3000",,akadiraykan@hotmail.com,https://www.facebook.com/cbdkebabs/,621,0,0%,4.1
Kaki Lima,"from, RMIT Building 14, Bowen Street Bowen St Food Court (Enter via Bowen St, La Trobe St, Melbourne VIC 3000",0435 114 848,info@kakilima.com.au,https://kakilima.com.au/,451,20,100%,4.9
Master Lanzhou Noodle Bar - CBD,"379 Elizabeth St, Melbourne VIC 3000",(03) 9326 4404,cs@masterlanzhou.com.au,https://www.masterlanzhou.com.au/,1777,2,10%,4.6
il Mercato Centrale Melbourne,"546 Collins St, Melbourne VIC 3000",1300 546 566,info@mercatocentrale.au,http://www.mercatocentrale.com.au/,2008,12,60%,4.3
Queens Kebab,"26 King St, Melbourne VIC 3000",(03) 9939 8138,,https://queenskebab.editorx.io/queenskebab,1772,20,100%,4.8
Southern Xross Kebabs,"102 Spencer St, Melbourne VIC 3000",(03) 9614 3555,,,631,12,60%,4.2
Marrybrown Russell Street,"167 Russell St, Melbourne VIC 3000",(03) 7002 6076,,https://marrybrown.au/,93,2,10%,3.7
Onsen Japanese,"609 Lonsdale St, Melbourne VIC 3000",,,https://order-now.app/home/list/shop/GR44Tb33jfrEO3p95PlV/ONSEN%20DONBURI/takeaway,875,0,0%,4.3
Bomba Tapas Bar & Rooftop,"103 Lonsdale St, Melbourne VIC 3000",(03) 9650 5778,info@bombabar.com.au,https://bombabar.com.au/,2215,0,0%,4.5
Chinatown Melbourne,"Little Bourke St, Melbourne VIC 3000",0474 043 600,contact@chinatownmelbourne.com.au,http://chinatownmelbourne.com.au/,7810,0,0%,4.3
Melbourne Dae Jang Geum Korean BBQ,"235 Little Bourke St, Melbourne VIC 3000",(03) 9662 9445,,,2795,0,0%,4.6
Kebab & Acai Kingz Flinders St,"520/522 Flinders St, Melbourne VIC 3000",0432 483 341,,,494,0,0%,4.4
Soi 38 Melbourne,"38 Royal Ln, Melbourne VIC 3000",,soi38melbourne@hotmail.com,http://www.soi38.com/,2675,2,10%,4.2
Mr Ramen San,"12a/200 Bourke St, Melbourne VIC 3000",(03) 9042 1588,mrramensan@gmail.com,http://www.mrramensan.com.au/,2146,0,0%,4.6
Smith Kebabs Exhibition Street,"233 Exhibition St, Melbourne VIC 3000",(03) 9972 1656,,,541,10,50%,4.1
The Pancake Parlour Melbourne Central,"Level 3, La Trobe St &, Swanston St, Melbourne VIC 3000",(03) 9654 3117,headoffice@pancakeparlour.com,https://www.pancakeparlour.com.au/?utm_medium=organic&utm_source=google&utm_campaign=website-listing,4003,20,100%,4.3
Coles Central Melbourne CBD,"Elizabeth Street &, Flinders St, Melbourne VIC 3000",(03) 9652 9200,,http://www.coles.com.au/find-stores/coles-central/vic/melbourne-671,3930,0,0%,4.1
11 Inch Pizza,"7a/353 Little Collins St, Melbourne VIC 3000",(03) 9602 5777,,https://www.11inchpizza.com.au/,1890,20,100%,4.7
DooBoo Melbourne,"261 Swanston St, Melbourne VIC 3000",0420 436 456,,https://www.dooboo.com.au/,2134,2,10%,4.2
Nisa's Thai Street Food (Melbourne's CBD),"491 Swanston St, Melbourne VIC 3000",0466 894 683,,,557,0,0%,4.5
Don Don Francis St,"2 Francis St, Melbourne VIC 3000",,,https://www.facebook.com/DonDon2FrancisSt,1129,0,0%,4.5
Taco Bill - Russell St,"142 Russell St, Melbourne VIC 3000",(03) 9654 3369,,https://www.tacobill.com.au/,1630,20,100%,4.5
Dessert Story,"195 Little Bourke St, Melbourne VIC 3000",(03) 9650 7776,,,1457,2,10%,4.0
New York Minute (Flinders St),"170 Flinders St, Melbourne VIC 3000",,,https://newyorkminute.com.au/,428,0,0%,4.4
Udon Yasan,"186 Bourke St, Melbourne VIC 3000",,,https://udon-yasan.shop/,2051,0,0%,4.4
Nelayan Restaurant,"195 Lonsdale St, Melbourne VIC 3000",(03) 9663 5886,,http://www.nelayangroup.com.au/,3778,2,10%,4.6
Shanghai Street,"146/148 Little Bourke St, Melbourne VIC 3000",(03) 9662 3226,marketing@shanghaistreet.com.au,https://www.shanghaistreet.com.au/,2049,0,0%,4.2
Kwafood Fried Chuan,"287 Swanston St, Melbourne VIC 3000",0401 832 766,,,418,0,0%,4.1
Rice Workshop Melbourne,"238 Little Bourke St, Melbourne VIC 3000",(03) 9650 6663,southwharf@riceworkshop.com.au,http://riceworkshop.com.au/,2063,0,0%,4.5
New Shanghai Melbourne Central,"Cnr LaTrobe and, Melbourne Central, level 3 Swanston St, Melbourne VIC 3000",(03) 9650 8887,,http://www.newshanghai.com.au/,553,14,70%,4.4
Chilli Everest,"360 Elizabeth St, Melbourne VIC 3000",(03) 9041 1755,,http://chillieverest.com.au/,2229,0,0%,4.1
Pepe's Italian & Liquor,"275-285 Exhibition St, Melbourne VIC 3000",(03) 9663 7994,reservations@pepesitalian.com.au,http://pepesitalian.com.au/,3891,0,0%,4.2
Real Kebab Melbourne,"7/551 Little Lonsdale St, Melbourne VIC 3000",(03) 9670 9716,,https://www.realkebab.com.au/,300,4,20%,4.4
Mr Huang Jin,"24 Katherine Pl, Melbourne VIC 3000",(03) 9629 5452,,http://www.mrhuangjindumplings.com/,553,0,0%,4.4
Chunky Town,"Shop 31, Level 1, QV Melbourne Cnr Swanston st &, Lonsdale St, Melbourne VIC 3000",,hotdogs@chunkytown.com.au,https://chunkytown.com.au/,773,2,10%,4.5
The Waiters Restaurant,"20 Meyers Pl, Melbourne VIC 3000",(03) 9650 1508,,,993,0,0%,4.3
Grain Store,"517 Flinders Ln, Melbourne VIC 3000",(03) 9972 6993,info@grainstore.com.au,http://www.grainstore.com.au/,2790,0,0%,4.3
Salero Kito Rose Lane (HALAL),"9 Rose Ln, Melbourne VIC 3000",(03) 9117 6249,,https://salerokito.au/,459,4,20%,4.5
Five Guys,"QV Melbourne, 228 Lonsdale St, Melbourne VIC 3066",(03) 9938 8806,qv@fiveguys.com.au,https://restaurants.fiveguys.com.au/qv-melbourne-228-lonsdale-street?y_source=1_MTA3ODEyNzAzNS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,394,8,40%,3.8
Madame Brussels Lane,"50 Lonsdale St, Melbourne VIC 3000",(03) 9635 6500,support@ritual.co,https://ritual.co/order/MADAMEBRUSSELS?utm_source=google_order&utm_medium=partner,273,0,0%,4.2
FISHBOWL - Flinders Lane,"2/242 Flinders Ln, Melbourne VIC 3000",,,https://fishbowl.com.au/,308,20,100%,4.4
"Nosh Galleria, Melbourne","352 Little Collins St, Melbourne VIC 3000",(03) 9670 1529,hello@nosh.net.au,https://nosh.net.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb-galleria,514,0,0%,4.2
Food Factory at UWS,"Shop 409T/411T 33 Rose Ln, Melbourne VIC 3000",0415 288 680,,http://www.crystaljademelbourne.com.au/FoodFactory.php,511,18,90%,4.0
The Mitre Tavern,"5 Bank Pl, Melbourne VIC 3000",(03) 9670 5644,steakhouse@mitretavern.com.au,http://www.mitretavern.com.au/,3238,20,100%,4.4
Hotel Spencer Bar & Grill,"475 Spencer St, West Melbourne VIC 3003",(03) 9329 9116,bookings@hotelspencer.com.au,http://www.hotelspencer.com.au/,317,14,70%,4.6
House Of Kebabs,"271 King St, Melbourne VIC 3000",(03) 9602 1979,wherevi.com@gmail.com,https://houseofkebabs.shop/,1254,2,10%,4.0
Oppa Korean Kitchen,"1/271 Swanston St, Melbourne VIC 3000",0410 551 427,,https://www.instagram.com/oppa_melbourne/,1589,0,0%,4.1
Supper Inn,"Level 1/15 Celestial Ave, Melbourne VIC 3000",(03) 9663 4759,,https://www.facebook.com/pages/Supper-Inn/153690991329647,1206,0,0%,3.9
Hanaichi QV,"QV Square, 13-15 Swanston &, Lonsdale St, Melbourne VIC 3000",(03) 9662 9409,,http://www.hanaichi.com.au/,844,14,70%,4.5
Southgate,"3 Southgate Ave, Southbank VIC 3006",,hello@playitgames.com.au,http://www.southgatemelbourne.com.au/,4985,20,100%,4.3
Emporium Melbourne,"287 Lonsdale St, Melbourne VIC 3000",(03) 8609 8221,emporium.guestservices@vicinity.com.au,http://emporiummelbourne.com.au/,15821,0,0%,4.4
Oakberry Acai Melbourne CBD,"28 Degraves St, Melbourne VIC 3000",0489 305 026,oakberry.meridian@gmail.com,http://www.oakberry.com/,152,8,40%,4.4
Hella Good | Emporium,"Emporium Shopping Centre, 287 Lonsdale St, Melbourne VIC 3000",(03) 9663 3316,info@hellagood.com.au,http://www.hellagood.com.au/,284,0,0%,3.8
Kim Sing,"Shop17/113 Swanston St, Melbourne VIC 3000",,,,183,0,0%,4.1
Bon Ap' Petit Bistro,"193 Brunswick St, Fitzroy VIC 3065",(03) 9415 9450,info@bonap.com.au,https://www.bonap.com.au/,1932,0,0%,4.6
Amarillo,"149 Brunswick St, Fitzroy VIC 3065",0431 040 870,,http://amarillofitzroy.com.au/,470,0,0%,4.6
Cutler,"55-57 Gertrude St, Fitzroy VIC 3065",(03) 9419 4888,info@cutlerandco.com.au,http://www.cutlerandco.com.au/,1075,14,70%,4.6
Poodle Bar & Bistro,"81-83 Gertrude St, Fitzroy VIC 3065",(03) 9086 8971,ciao@poodlefitzroy.com,http://poodlefitzroy.com.au/,550,0,0%,4.5
Lagotto,"1 York St, Fitzroy North VIC 3068",(03) 9005 1953,contact@lagottofitzroynorth.com.au,https://lagotto-fitzroynorth.com.au/,624,0,0%,4.7
Rice Paper Scissors,"307 Brunswick St, Fitzroy VIC 3065",(03) 9486 0066,,http://www.ricepaperscissors.com.au/,1991,18,90%,4.6
Flint,"199 Smith St, Fitzroy VIC 3065",(03) 8590 1706,,,211,2,10%,4.6
Naked For Satan,"285 Brunswick St, Fitzroy VIC 3065",(03) 9416 2238,info@nakedforsatan.com.au,http://www.nakedforsatan.com.au/,5871,16,80%,4.4
Marquis of Lorne,"411 George St, Fitzroy VIC 3065",(03) 9417 5001,hello@marquisoflorne.com.au,https://www.marquisoflorne.com.au/,1097,0,0%,4.6
Maven by Morgan,"402 Brunswick St, Fitzroy VIC 3065",(03) 9611 3188,hi@maven.melbourne,https://maven.melbourne/,352,8,40%,4.4
Manolo Bar & Restaurant ~ Fitzroy,"Shop 59/57-61 Johnston St, Fitzroy VIC 3065",0405 555 776,,https://manolobar.com.au/,166,20,100%,4.8
Kushiro Fusion Cuisine,"175 Brunswick St, Fitzroy VIC 3065",(03) 9191 2561,info@kushiro.com.au,http://www.kushiro.com.au/,276,0,0%,4.6
"Matteo's Restaurant, Melbourne","533 Brunswick Street Melbourne, Fitzroy North VIC 3068",(03) 9481 1177,dine@matteos.com.au,http://www.matteos.com.au/,599,0,0%,4.6
Rue de Thanh,"Level 1/406 Brunswick St, Fitzroy VIC 3065",(03) 9046 2395,bookings@ruedethanh.com.au,https://www.ruedethanh.com.au/,476,0,0%,4.8
Fitzroy Town Hall Hotel,"166 Johnston St, Fitzroy VIC 3065",(03) 9416 5055,events@fitzroytownhallhotel.com.au,http://fitzroytownhallhotel.com.au/,693,0,0%,4.3
Cinder,"18 Brennand St, Fitzroy North VIC 3068",(03) 8351 3269,events@cinder.melburne,https://cinder.melbourne/,363,20,100%,4.7
Panama Dining Room,"level 2/231 Smith St, Fitzroy VIC 3065",(03) 9417 7663,enquiry@thepanama.com.au,http://thepanama.com.au/,493,0,0%,4.4
El Camino Cantina Fitzroy,"222 Brunswick St, Fitzroy VIC 3065",,,https://elcaminocantina.com.au/fitzroy-melbourne/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=fitzroy,5104,14,70%,4.5
Marion Wine Bar,"53 Gertrude St, Fitzroy VIC 3065",(03) 9419 6262,info@marionwine.com.au,https://marionwine.com.au/,1238,14,70%,4.6
Gaea,"166 Gertrude St, Fitzroy VIC 3065",(03) 9417 7248,hello@restaurantgaea.com.au,http://www.restaurantgaea.com.au/,151,0,0%,4.4
Suze,"6 Newry St, Fitzroy North VIC 3068",,0fd2930120484402ac9adfb9e05cacd5@o37417.ingest.sentry.io,http://www.suzefitzroy.com/,159,20,100%,4.6
Hecho en Mexico Fitzroy,"326 Brunswick St, Fitzroy VIC 3065",0492 928 894,fitzroy@hechoenmexico.com.au,https://hechoenmexico.com.au/fitzroy/,7380,0,0%,4.7
Argento Cucina,"376 Queens Parade, Fitzroy North VIC 3068",(03) 9489 5079,,https://social.quandoo.com/en/groups/Argento%20Cucina,82,4,20%,4.8
PrikThai Restaurant - Fitzroy,"367 Brunswick St, Fitzroy VIC 3065",(03) 9415 6099,,https://prikthaifitzroy.com.au/,90,0,0%,4.8
The Fitz Cafe & Rooftop Bar,"347 Brunswick St, Fitzroy VIC 3065",(03) 9417 5794,fitzcaferooftop@gmail.com,http://www.thefitzcafe.com/,1210,14,70%,4.4
Aysel Turkish Restaurant,"357 Smith St, Fitzroy VIC 3065",(03) 9415 9742,,http://ayselrestaurant.com.au/,704,20,100%,4.9
Blackout Restaurant and Lounge,"342 Brunswick St, Fitzroy VIC 3065",0468 433 342,info@blackoutfitzroy.com,http://www.blackoutfitzroy.com/,1812,0,0%,4.7
Palay,"135 Greeves St, Fitzroy VIC 3065",(03) 9279 2867,hoy@palay.com.au,https://www.palay.com.au/,311,0,0%,4.8
GOGYO Fitzroy,"413 Brunswick St, Fitzroy VIC 3065",(03) 9417 7474,info@ippudo.com.au,https://stores.ippudo.com/en_au/AU009,583,12,60%,4.6
Citrus fitzroy North,"252 St Georges Rd, Fitzroy North VIC 3068",(03) 9850 9012,abcd@citrus.com.au,https://citrusfitzroynorth.com.au/,883,2,10%,4.7
Tora Dumplings,"275 Brunswick St, Fitzroy VIC 3065",(03) 9042 9823,team@toradumplings.com,http://toradumplings.com/,475,0,0%,4.4
Vegie Bar,"380 Brunswick St, Fitzroy VIC 3065",(03) 9417 6935,,http://vegiebar.com.au/,3214,12,60%,4.4
Rice Queen Oriental Diner and Bar,"389-391 Brunswick St, Fitzroy VIC 3065",(03) 9419 6624,info@ricequeen.com.au,https://www.ricequeen.com.au/,1190,18,90%,4.3
Little Hop,"277 Brunswick St, Fitzroy VIC 3065",0456 470 807,littlehopfitzroy@gmail.com,https://facebook.com/LittleHoppita/,906,0,0%,4.5
ISH,"199 Gertrude St, Fitzroy VIC 3065",0470 307 986,,https://ishrestaurant.com.au/,435,0,0%,4.6
The Standard Hotel,"293 Fitzroy St, Fitzroy VIC 3065",(03) 9419 4793,bookings@thestandardhotel.com.au,http://www.thestandardhotel.com.au/,1296,10,50%,4.5
Solo Pasta,"293-295 Smith St, Fitzroy VIC 3065",0493 245 633,info@solopastamelbourne.com.au,https://www.solopastamelbourne.com.au/,422,20,100%,4.4
Farro Pizzeria Fitzroy,"301 Brunswick St, Fitzroy VIC 3065",0499 857 068,,https://farro.com.au/,796,20,100%,4.8
Stagger Lee's Fitzroy,"276 Brunswick St, Fitzroy VIC 3065",,info@staggeerlees.com.au,https://staggerlees.com.au/,856,6,30%,4.5
Añada Bar & Restaurant,"197 Gertrude St, Fitzroy VIC 3065",(03) 9415 6101,,https://www.anada.com.au/,588,16,80%,4.4
Good Times,"214 St Georges Rd, Fitzroy North VIC 3068",0493 126 430,goodtimesfitzroy@gmail.com,http://www.goodtimesfitzroynorth.com/,435,2,10%,4.3
Tamago Sushi Melbourne,"361 Smith St, Fitzroy VIC 3065",0404 371 778,,,110,4,20%,4.9
Norma Fitzroy,"197 Smith St, Fitzroy VIC 3065",0494 087 413,contact@normafitzroy.au,https://normafitzroy.au/,174,0,0%,4.5
Chicano Taqueria,"371 Brunswick St, Fitzroy VIC 3065",(03) 9008 4081,,http://chicano.au/,256,4,20%,4.8
Horn Please,"167 St Georges Rd, Fitzroy North VIC 3068",(03) 9497 8101,info@hornplease.com.au,https://hornplease.com.au/,2671,0,0%,4.6
Vinh Long 2,"183 Brunswick St, Fitzroy VIC 3065",0430 525 288,,https://order.online/business/VinhLong2Restaurant-507162,207,16,80%,4.7
Izakaya by Tamura,"343 Smith St, Fitzroy VIC 3065",0417 921 527,info@izakayabytamura.com,https://www.tamurasho-ten.com/,163,0,0%,4.3
Marios,"303 Brunswick St, Fitzroy VIC 3065",(03) 9417 3343,info@marioscafe.com.au,http://marioscafe.com.au/,1105,0,0%,4.5
Blackcat Fitzroy,"252 Brunswick St, Fitzroy VIC 3065",(03) 9419 6230,enquiries@blackcatfitzroy.com,http://www.blackcatfitzroy.com/,1196,0,0%,4.6
Blonde Food and Drink,"443 Brunswick St, Fitzroy VIC 3065",(03) 9077 8378,,,421,0,0%,4.7
Viet Rose Restaurant,"363 Brunswick St, Fitzroy VIC 3065",(03) 9417 7415,bichdang1970@hotmail.com,https://iabrahampos-vietrose.mobi-order.com/,893,20,100%,4.6
Souvlaki GR Fitzroy,"L1/346 Brunswick St, Fitzroy VIC 3065",(03) 8456 9770,,https://souvlakigr.com.au/,251,20,100%,4.5
Masti Indian Restaurant Melbourne,"354-356 Brunswick St, Fitzroy VIC 3065",(03) 9427 2121,hello@eatdrinkmasti.com,https://www.eatdrinkmasti.com/,531,18,90%,4.4
Ladro,"224 Gertrude St, Fitzroy VIC 3065",(03) 9415 7575,,https://ladro.com.au/,767,20,100%,4.5
Elektra - Himalayan Alchemy House,"268 Brunswick St, Fitzroy VIC 3065",(03) 9417 4255,elektracaffe@gmail.com,http://www.elektrafitzroy.com.au/,532,10,50%,4.6
The Rose Fitzroy,"406 Napier St, Fitzroy VIC 3065",(03) 9417 1470,info@therosefitzroy.com.au,http://www.therosefitzroy.com.au/,714,0,0%,4.4
Neighbourhood Wine,"1 Reid St, Fitzroy North VIC 3068",(03) 9486 8306,enquiries@neighbourhoodwine.com,http://www.neighbourhoodwine.com/,810,0,0%,4.5
St Andrews Hotel - Fitzroy,"124 Nicholson St, Fitzroy VIC 3065",(03) 9417 2817,info@standrewshotel.com.au,https://www.standrewshotel.com.au/,717,0,0%,4.5
Sir Charles,"121 Johnston St, Fitzroy VIC 3065",0434 910 121,sircharlesfitzroy@gmail.com,https://www.sircharlesfitzroy.com/,845,6,30%,4.4
Fluffy Torpedo,"5/159 Smith St, Fitzroy VIC 3065",,getpaid@fluffytorpedo.diamonds,http://fluffytorpedo.diamonds/,807,0,0%,4.7
Triakosia,"300 Queens Parade, Fitzroy North VIC 3068",(03) 9482 4931,eat@triakosia.com.au,https://triakosia.com.au/,380,4,20%,4.4
Mon Ami,"144 Nicholson St, Fitzroy VIC 3065",(03) 9417 3220,,http://www.monamirestaurant.com.au/,191,20,100%,4.5
Yeshi Ethiopian Restaurant,"328 Brunswick St, Fitzroy VIC 3065",0420 604 939,yeshirestaurant@gmail.com,http://www.yeshiethiopianrestaurant.com/,206,8,40%,4.9
Shop Ramen,"329 Smith St, Fitzroy VIC 3065",0401 843 345,shopramen.onlineshop@gmail.com,http://www.shopramen.com.au/,1060,0,0%,4.5
